school_code,name,type,phone,address,postcode,state,city,ppd,location,integration,
CEA5054,SEKOLAH MENENGAH KEBANGSAAN TENGKU ABDULLAH,SMK,94221261,JALAN HAJI MONTOK,26600,PAHANG,PEKAN,PPD PEKAN,Bandar,Y,
CEA5056,SEKOLAH MENENGAH KEBANGSAAN PALOH HINAI,SMK,94291235,PALOH HINAI,26650,PAHANG,PEKAN,PPD PEKAN,Luar Bandar,Y,
CEA5061,SEKOLAH MENENGAH KEBANGSAAN (LKTP) CHINI,SMK,94566163,FELDA CHINI 2,26690,PAHANG,CHINI,PPD PEKAN,Luar Bandar,Y,
CEA5071,SEKOLAH MENENGAH KEBANGSAAN NENASI,SMK,94181080,KG.NENASI,26680,PAHANG,PEKAN,PPD PEKAN,Luar Bandar,Y,
CEA5072,SEKOLAH SULTAN HAJI AHMAD SHAH,SBP,94224616,JALAN SULTAN ABU BAKAR,26600,PAHANG,PEKAN,PPD PEKAN,Bandar,N,
CEA5073,SEKOLAH MENENGAH KEBANGSAAN CHINI TIMUR,SMK,94571559,FELDA CHINI TIMUR 2,26690,PAHANG,CHINI,PPD PEKAN,Luar Bandar,N,
CEA5074,SEKOLAH MENENGAH KEBANGSAAN SERI PEKAN,MODEL KHAS,94264221,BANDAR BARU PERAMU,26600,PAHANG,PEKAN,PPD PEKAN,Bandar,N,
CEA5075,SEKOLAH MENENGAH KEBANGSAAN INDERA SHAHBANDAR,SMK,94251261,KUALA PAHANG,26660,PAHANG,PEKAN,PPD PEKAN,Bandar,Y,
CEA5076,SEKOLAH MENENGAH KEBANGSAAN PEKAN,SMK,94227661,KM. 3.5 JALAN PEKAN - NENASI,26600,PAHANG,PEKAN,PPD PEKAN,Bandar,Y,
CEA5077,SEKOLAH MENENGAH KEBANGSAAN UBAI,SMK,94264605,KAMPUNG UBAI,26610,PAHANG,PEKAN,PPD PEKAN,Luar Bandar,N,
CEA5078,SEKOLAH MENENGAH KEBANGSAAN LEPAR,SMK,95462392,KM 43.5 LEBUH RAYA TUN ABDUL RAZAK,26300,PAHANG,GAMBANG,PPD PEKAN,Luar Bandar,N,
CEA5079,SEKOLAH MENENGAH KEBANGSAAN PERAMU JAYA,SMK,94101310,PERAMU JAYA,26600,PAHANG,PEKAN,PPD PEKAN,Bandar,Y,
CEA5080,SEKOLAH MENENGAH KEBANGSAAN CHINI 2,SMK,94565628,PUSAT PENTADBIRAN DARA,26690,PAHANG,CHINI,PPD PEKAN,Luar Bandar,Y,
CEA6021,SEKOLAH MENENGAH SAINS TENGKU ABDULLAH,SBP,93551600,"KM 6, JALAN LIPIS",27600,PAHANG,RAUB,PPD RAUB,Bandar,N,
CEA6022,SEKOLAH MENENGAH KEBANGSAAN TENGKU KUDIN,SMK,93551185,JALAN CHEROH,27600,PAHANG,RAUB,PPD RAUB,Bandar,Y,
CEA6023,SEKOLAH MENENGAH KEBANGSAAN DONG,SMK,93658225,"KM 16, JALAN LIPIS, KAMPUNG  DONG",27400,PAHANG,RAUB,PPD RAUB,Luar Bandar,N,
CEA6024,SEKOLAH MENENGAH KEBANGSAAN LKTP TERSANG,SMK,93403931,FELDA TERSANG 2,27610,PAHANG,RAUB,PPD RAUB,Luar Bandar,Y,
CEA6025,SEKOLAH MENENGAH KEBANGSAAN SERI RAUB,SMK,93501111,JALAN SIMPANG KALLANG,27600,PAHANG,RAUB,PPD RAUB,Bandar,N,
CEA6026,SEKOLAH MENENGAH KEBANGSAAN GALI,SMK,93630339,KM 9 JALAN KUALA LIPIS,27600,PAHANG,RAUB,PPD RAUB,Luar Bandar,Y,
CEA6027,SEKOLAH MENENGAH KEBANGSAAN SEGA,SMK,93657115,LOT 4461 & 4462 MUKIM SEGA,27660,PAHANG,RAUB,PPD RAUB,Luar Bandar,N,
CEA7060,SEKOLAH MENENGAH KEBANGSAAN KERDAU,SMK,92846044,"KM 18, JALAN TEMERLOH JERANTUT",28010,PAHANG,TEMERLOH,PPD TEMERLOH,Luar Bandar,N,
CEA7063,SEKOLAH MENENGAH KEBANGSAAN TEMERLOH,SMK,92961316,JALAN MENTAKAB,28000,PAHANG,TEMERLOH,PPD TEMERLOH,Bandar,N,
CEA7064,SEKOLAH MENENGAH KEBANGSAAN KUALA KRAU,SMK,92861225,"KUALA KRAU,JALAN JERANTUT",28050,PAHANG,KUALA KRAU,PPD TEMERLOH,Luar Bandar,Y,
CEA7065,SEKOLAH MENENGAH KEBANGSAAN DATUK BAHAMAN,SMK,92803252,LANCHANG,28500,PAHANG,LANCHANG,PPD TEMERLOH,Luar Bandar,N,
CEA7066,SEKOLAH MENENGAH KEBANGSAAN SERI SEMANTAN,SMK,92776408,BATU 2 1/2 JALAN KARAK,28400,PAHANG,MENTAKAB,PPD TEMERLOH,Bandar,N,
CEA7067,SEKOLAH MENENGAH KEBANGSAAN SERI TUALANG,MODEL KHAS,92901061,KM 125 JLN PINTASAN TEMERLOH/MENTAKAB,28000,PAHANG,TEMERLOH,PPD TEMERLOH,Bandar,N,
CEA7068,SEKOLAH MENENGAH KEBANGSAAN BUKIT DAMAR,SMK,92805113,JALAN FELDA BUKIT DAMAR,28500,PAHANG,LANCHANG,PPD TEMERLOH,Luar Bandar,N,
CEA7069,SEKOLAH MENENGAH KEBANGSAAN TEMERLOH JAYA,SMK,92901420,TAMAN TEMERLOH JAYA,28000,PAHANG,TEMERLOH,PPD TEMERLOH,Bandar,Y,
CEA7070,SEKOLAH MENENGAH KEBANGSAAN PAYA PULAI,SMK,92986833,KM 11 JALAN MARAN,28000,PAHANG,TEMERLOH,PPD TEMERLOH,Luar Bandar,Y,
CEA7071,SEKOLAH MENENGAH KEBANGSAAN TELUK SENTANG,SMK,92791767,JALAN SEBERANG TEMERLOH,28000,PAHANG,TEMERLOH,PPD TEMERLOH,Luar Bandar,N,
CEA7072,SEKOLAH MENENGAH KEBANGSAAN BUKIT CERMIN,SMK,92771802,JALAN MENTAKAB,28400,PAHANG,MENTAKAB,PPD TEMERLOH,Bandar,Y,
CEA7073,SEKOLAH MENENGAH KEBANGSAAN LANCHANG,SMK,92805236,LANCHANG,28500,PAHANG,LANCHANG,PPD TEMERLOH,Luar Bandar,Y,
CEA7160,SEKOLAH MENENGAH KEBANGSAAN SEBERANG TEMERLOH,SMK,92972379,JALAN MARAN,28000,PAHANG,TEMERLOH,PPD TEMERLOH,Bandar,N,
CEA8017,SEKOLAH MENENGAH KEBANGSAAN ROMPIN,SMK,94145228,JALAN TUAN SYED OTHMAN,26800,PAHANG,KUALA ROMPIN,PPD ROMPIN,Luar Bandar,N,
CEA8018,SEKOLAH MENENGAH KEBANGSAAN KERATONG,SMK,94457434,JALAN SEKOLAH,26900,PAHANG,BANDAR TUN  RAZAK,PPD ROMPIN,Bandar,Y,
CEA8019,SEKOLAH MENENGAH KEBANGSAAN TANJUNG GEMOK,SMK,94132640,KAMPUNG TANJUNG GEMOK,26820,PAHANG,KUALA ROMPIN,PPD ROMPIN,Bandar,Y,
CEA8020,SEKOLAH MENENGAH KEBANGSAAN PERWIRA JAYA,SMK,94381109,"WAKIL POS SELANCAR 02, FELDA SELANCAR 02",26700,PAHANG,MUADZAM SHAH,PPD ROMPIN,Luar Bandar,Y,
CEA8021,SEKOLAH MENENGAH KEBANGSAAN PERANTAU DAMAI,SMK,94431690,FELDA KERATONG 10,26700,PAHANG,MUADZAM SHAH,PPD ROMPIN,Luar Bandar,Y,
CEA8022,SEKOLAH MENENGAH KEBANGSAAN TEKEK,SMK,94191129,"KG. TEKEK, PULAU TIOMAN",26800,PAHANG,KUALA ROMPIN,PPD ROMPIN,Luar Bandar,N,
CEA8023,SEKOLAH MENENGAH KEBANGSAAN CHANIS,SMK,94471015,JALAN SIMPANG CHANIS,26700,PAHANG,MUADZAM SHAH,PPD ROMPIN,Luar Bandar,Y,
CEA8024,SEKOLAH MENENGAH KEBANGSAAN BANDAR TUN RAZAK,SMK,94456551,JALAN SEKOLAH  FELDA KERATONG 4,26900,PAHANG,BANDAR TUN RAZAK,PPD ROMPIN,Bandar,N,
CEA8025,SEKOLAH MENENGAH KEBANGSAAN SERI ROMPIN,SMK,94120018,KM 20 JLN ROMPIN-PEKAN,26810,PAHANG,KUALA ROMPIN,PPD ROMPIN,Luar Bandar,N,
CEA8026,SEKOLAH MENENGAH KEBANGSAAN MUADZAM JAYA,SMK,94501120,JALAN SEKOLAH AGAMA,26700,PAHANG,MUADZAM SHAH,PPD ROMPIN,Luar Bandar,N,
CEA8027,SEKOLAH MENENGAH KEBANGSAAN SELANCAR,SMK,94371357,JALAN SELANCAR 6,26700,PAHANG,MUADZAM SHAH,PPD ROMPIN,Luar Bandar,N,
CEA8028,SEKOLAH MENENGAH KEBANGSAAN SUNGAI PUTERI,SMK,94143032,"KM 6, JALAN SABAK",26800,PAHANG,KUALA ROMPIN,PPD ROMPIN,Luar Bandar,Y,
CEA8029,SEKOLAH MENENGAH KEBANGSAAN SELENDANG,SMK,94140071,JALAN SEKOLAH SELENDANG 1,26800,PAHANG,KUALA ROMPIN,PPD ROMPIN,Luar Bandar,N,
CEA8030,SEKOLAH MENENGAH KEBANGSAAN PONTIAN JAYA,SMK,94140041,"KG.PARIT,PONTIAN",26800,PAHANG,KUALA ROMPIN,PPD ROMPIN,Luar Bandar,N,
CEA8031,SEKOLAH MENENGAH KEBANGSAAN ROMPIN PERMAI,SMK,94141273,"JALAN PANTAI HIBURAN, KUALA ROMPIN",26800,PAHANG,ROMPIN,PPD ROMPIN,Luar Bandar,N,
CEA8032,SEKOLAH MENENGAH KEBANGSAAN MUADZAM SHAH,SMK,94522171,JALAN SEKOLAH,26700,PAHANG,MUADZAM SHAH,PPD ROMPIN,Luar Bandar,Y,
CEA9059,SEKOLAH MENENGAH KEBANGSAAN MARAN,SMK,94771243,JALAN BERKAT,26500,PAHANG,MARAN,PPD MARAN,Luar Bandar,Y,
CEA9060,SEKOLAH MENENGAH TENGKU AMPUAN AFZAN,SMK,92995373,CHENOR,28100,PAHANG,CHENOR,PPD MARAN,Luar Bandar,Y,
CEA9114,SEKOLAH MENENGAH KEBANGSAAN (LKTP) JENGKA 2,SMK,94674325,FELDA CEMPAKA JENGKA 2,26430,PAHANG,BANDAR JENGKA,PPD MARAN,Luar Bandar,Y,
CEA9116,SEKOLAH MENENGAH KEBANGSAAN (LKTP) KAMPUNG AWAH,SMK,92987229,FELDA KAMPUNG AWAH (LKTP),28030,PAHANG,TEMERLOH,PPD MARAN,Luar Bandar,N,
CEA9133,SEKOLAH MENENGAH KEBANGSAAN (LKTP) JENGKA 6,SMK,94764446,FELDA JENGKA 6,26410,PAHANG,BANDAR JENGKA,PPD MARAN,Luar Bandar,N,
CEA9157,SEKOLAH MENENGAH KEBANGSAAN JENGKA PUSAT,SMK,94677581,BANDAR JENGKA,26400,PAHANG,BANDAR JENGKA,PPD MARAN,Bandar,Y,
CEA9158,SEKOLAH MENENGAH KEBANGSAAN (LKTP) JENGKA 10,SMK,94663320,FELDA JENGKA 10,26400,PAHANG,BANDAR JENGKA,PPD MARAN,Bandar,N,
CEA9160,SEKOLAH MENENGAH KEBANGSAAN (LKTP) JENGKA 18,SMK,94852712,FELDA JENGKA 18,26400,PAHANG,BANDAR JENGKA,PPD MARAN,Luar Bandar,N,
CEA9161,SEKOLAH MENENGAH KEBANGSAAN (LKTP) JENGKA 21,SMK,94862325,FELDA JENGKA 21,26400,PAHANG,BANDAR JENGKA,PPD MARAN,Luar Bandar,Y,
CEA9162,SEKOLAH MENENGAH KEBANGSAAN JENGKA PUSAT 2,SMK,94663168,LINTASAN SEMARAK,26400,PAHANG,BANDAR TUN ABDUL RAZAK JE,PPD MARAN,Bandar,N,
CEA9163,SEKOLAH MENENGAH KEBANGSAAN SERI JENGKA,SMK,94771671,PEKAN TAJAU,26500,PAHANG,MARAN,PPD MARAN,Luar Bandar,N,
CEA9164,SEKOLAH MENENGAH KEBANGSAAN MARAN 2,SMK,94771136,JALAN MARAN KUANTAN,26500,PAHANG,MARAN,PPD MARAN,Luar Bandar,N,
CEA9165,SEKOLAH MENENGAH KEBANGSAAN (LKTP) JENGKA 16,SMK,94663789,"FELDA SENA JENGKA 16, JALAN UTAMA",26400,PAHANG,BANDAR JENGKA,PPD MARAN,Bandar,N,
CEA9166,SEKOLAH MENENGAH KEBANGSAAN JENGKA 12,SMK,94864312,FELDA JENGKA 12,26400,PAHANG,BANDAR JENGKA,PPD MARAN,Bandar,N,
CEA9167,SEKOLAH MENENGAH KEBANGSAAN SRI JAYA,SMK,94789223,JALAN BELIMBING,26020,PAHANG,MARAN,PPD MARAN,Luar Bandar,N,
CEA9168,SEKOLAH MENENGAH KEBANGSAAN DESA JAYA,SMK,94676897,"JALAN HOSPITAL, BANDAR TUN ABDUL RAZAK JENGKA",26400,PAHANG,BANDAR TUN ABDUL RAZAK JE,PPD MARAN,Bandar,N,
CEA9169,SEKOLAH MENENGAH KEBANGSAAN CEDUNG JAYA,SMK,94771577,JALAN TAMAN SERI KERAMAT,26500,PAHANG,MARAN,PPD MARAN,Luar Bandar,N,
CEAA061,SEKOLAH MENENGAH KEBANGSAAN BERA,SMK,92461502,BANDAR 32,28300,PAHANG,TRIANG,PPD BERA,Luar Bandar,Y,
CEAA062,SEKOLAH MENENGAH KEBANGSAAN MENGKARAK,SMK,92552215,KAMPUNG MENGKARAK,28200,PAHANG,BANDAR BERA,PPD BERA,Bandar,Y,
CEAA115,SEKOLAH MENENGAH KEBANGSAAN BUKIT MENDI,SMK,92459514,FELDA BUKIT MENDI,28320,PAHANG,TRIANG,PPD BERA,Luar Bandar,Y,
CEAA156,SEKOLAH MENENGAH KEBANGSAAN (FELDA) PURUN,SMK,92481997,FELDA PURUN,28330,PAHANG,TRIANG,PPD BERA,Luar Bandar,Y,
CEAA159,SEKOLAH MENENGAH KEBANGSAAN KEMAYAN,SMK,92408501,KEMAYAN,28380,PAHANG,KEMAYAN,PPD BERA,Luar Bandar,Y,
CEAA161,SEKOLAH MENENGAH KEBANGSAAN BANDAR KERAYONG,SMK,92506881,JALAN TEMERLOH,28200,PAHANG,BANDAR BERA,PPD BERA,Bandar,Y,
CEAA162,SEKOLAH MENENGAH KEBANGSAAN TEMBANGAU,SMK,64683860,FELDA TEMBANGAU,28380,PAHANG,KEMAYAN,PPD BERA,Luar Bandar,Y,
CEAA163,SEKOLAH MENENGAH KEBANGSAAN SERI BERA,SMK,92505378,KG. KERAYONG,28200,PAHANG,BANDAR BERA,PPD BERA,Bandar,N,
CEAA164,SEKOLAH MENENGAH KEBANGSAAN TRIANG 3,SMK,92469923,FELDA TRIANG 3,28300,PAHANG,TRIANG,PPD BERA,Luar Bandar,Y,
CEB0017,SEKOLAH MENENGAH KEBANGSAAN TELEMONG,SMK,92399788,KAMPUNG TELEMONG,28620,PAHANG,KARAK,PPD BENTONG,Luar Bandar,N,
CEB0019,SEKOLAH MENENGAH KEBANGSAAN KETARI,SMK,92221278,JALAN KUALA LUMPUR,28700,PAHANG,BENTONG,PPD BENTONG,Bandar,Y,
CEB0020,SEKOLAH MENENGAH KEBANGSAAN KATHOLIK,SMK,92221505,"D/A SMK KATHOLIK, JALAN KETARI",28700,PAHANG,BENTONG,PPD BENTONG,Bandar,N,
CEB0021,SEKOLAH MENENGAH KEBANGSAAN KHAI MUN,SMK,92221137,"PETI SURAT 18 , CHAMANG BARU",28700,PAHANG,BENTONG,PPD BENTONG,Bandar,N,
CEB1003,SEKOLAH MENENGAH KEBANGSAAN SULTAN AHMAD SHAH,SMK,54911018,"PERSIARAN DAYANG ENDAH, TANAH RATA",39000,PAHANG,CAMERON HIGHLANDS,PPD CAMERON HIGHLANDS,Bandar,Y,
CEB3038,SEKOLAH MENENGAH KEBANGSAAN SETIA WANGSA,SMK,93101221,"KM4, JALAN LIPIS/BENTA",27200,PAHANG,KUALA LIPIS,PPD LIPIS,Luar Bandar,N,
CEB3039,SEKOLAH MENENGAH KEBANGSAAN CHUNG HWA,SMK,93121458,JALAN DATO' MAHMUD SG.KERPAN,27200,PAHANG,KUALA LIPIS,PPD LIPIS,Luar Bandar,N,
CEB4032,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABU BAKAR,SMK,95665759,JALAN BESERAH,25300,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CEB4033,SEKOLAH MENENGAH KEBANGSAAN ST THOMAS,SMK,95687006,JALAN BESERAH,25300,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CEB4034,SEKOLAH MENENGAH KEBANGSAAN (P) METHODIST,SMK,95131989,JALAN GAMBUT,25000,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CEB4035,SEKOLAH MENENGAH KEBANGSAAN AIR PUTIH,SMK,95661092,JALAN AIR PUTIH,25300,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CEB4036,SEKOLAH MENENGAH KEBANGSAAN TANAH PUTEH,SMK,95131182,JALAN TANAH PUTIH,25100,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CEB4040,SEKOLAH MENENGAH KEBANGSAAN SERI MAHKOTA,SMK,95381461,"KM 16, JLN  GAMBANG",25150,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CEB4069,SEKOLAH MENENGAH KEBANGSAAN TENGKU AFZAN,SMK,95664752,ALOR AKAR,25050,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CEB6026,SEKOLAH MENENGAH KEBANGSAAN MAHMUD,SMK,93551046,JALAN TRAS,27600,PAHANG,RAUB,PPD RAUB,Bandar,N,
CEB6027,SEKOLAH MENENGAH KEBANGSAAN DATO SHAHBANDAR HUSSAIN,SMK,93551477,JALAN CHEROH,27600,PAHANG,RAUB,PPD RAUB,Bandar,Y,
CEB6028,SEKOLAH MENENGAH KEBANGSAAN (P) METHODIST,SMK,93551512,JALAN CHEROH,27600,PAHANG,RAUB,PPD RAUB,Bandar,N,
CEB6029,SEKOLAH MENENGAH KEBANGSAAN CHUNG CHING,SMK,93501120,JALAN PEKELILING,27600,PAHANG,RAUB,PPD RAUB,Bandar,N,
CEB6030,SEKOLAH MENENGAH KEBANGSAAN SUNGAI RUAN,SMK,93686227,SUNGAI RUAN,27500,PAHANG,RAUB,PPD RAUB,Luar Bandar,N,
CEB7068,SEKOLAH MENENGAH KEBANGSAAN ABU BAKAR,SMK,92961260,JALAN TEMERLOH-MENTAKAB,28000,PAHANG,TEMERLOH,PPD TEMERLOH,Bandar,N,
CEB7069,SEKOLAH MENENGAH KEBANGSAAN SERI BAHAGIA,SMK,92967488,JALAN BAHAGIA,28000,PAHANG,TEMERLOH,PPD TEMERLOH,Bandar,N,
CEB7071,SEKOLAH MENENGAH KEBANGSAAN HWA LIAN,SMK,92771146,JALAN KARAK,28400,PAHANG,MENTAKAB,PPD TEMERLOH,Bandar,N,
CEBA072,SEKOLAH MENENGAH KEBANGSAAN TRIANG,SMK,92507351,JALAN MENGKUANG,28300,PAHANG,TRIANG,PPD BERA,Bandar,N,
CEE0016,SEKOLAH MENENGAH KEBANGSAAN KARAK,SMK,92312770,JALAN BESAR KARAK,28600,PAHANG,KARAK,PPD BENTONG,Luar Bandar,Y,
CEE0018,SEKOLAH MENENGAH KEBANGSAAN SULAIMAN,SMK,92221046,"KM 4, JALAN KUALA LUMPUR",28700,PAHANG,BENTONG,PPD BENTONG,Bandar,N,
CEE2032,SEKOLAH MENENGAH KEBANGSAAN JERANTUT,SMK,92662255,JALAN TEMBELING,27000,PAHANG,JERANTUT,PPD JERANTUT,Bandar,N,
CEE3033,SEKOLAH MENENGAH KEBANGSAAN PANGLIMA GARANG ABDUL SAMAD,SMK,93124437,BUDU,27310,PAHANG,BENTA,PPD LIPIS,Luar Bandar,N,
CEE3037,SEKOLAH MENENGAH KEBANGSAAN CLIFFORD,MODEL KHAS,93101242,KM 1 JALAN LIPIS-RAUB,27200,PAHANG,KUALA LIPIS,PPD LIPIS,Luar Bandar,N,
CEE4039,SEKOLAH MENENGAH KEBANGSAAN SUNGAI LEMBING,SMK,95411334,"KM 0.1, SG LEMBING",26200,PAHANG,SUNGAI LEMBING,PPD KUANTAN,Luar Bandar,Y,
CEE4070,SEKOLAH MENENGAH SAINS SULTAN HAJI AHMAD SHAH,SBP,95381223,KM 12 JLN GAMBANG,25150,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CEE5062,SEKOLAH MENENGAH KEBANGSAAN AHMAD,SMK,94221252,JALAN ROMPIN LAMA,26600,PAHANG,PEKAN,PPD PEKAN,Bandar,N,
CEE7070,SEKOLAH MENENGAH KEBANGSAAN MENTAKAB,SMK,92771155,JALAN PEKELILING,28400,PAHANG,MENTAKAB,PPD TEMERLOH,Bandar,Y,
CFT2001,SMA KOTA GELANGGI 3,SM SABK,92051555,FELDA KOTA GELANGGI 3,27000,PAHANG,JERANTUT,PPD JERANTUT,Luar Bandar,N,
CFT2002,SEKOLAH AGAMA MAAHAD TAHFIZ WA TA'LIMIL AL-QURAN,SM SABK,92666925,"KM 7 JALAN BENTA, KAMPUNG SUNGAI BYK",27000,PAHANG,JERANTUT,PPD JERANTUT,Bandar,N,
CFT3001,SMA AL-ITTIHADIAH,SM SABK,93129537,KG. RELAI KERAMBIT,27200,PAHANG,KUALA LIPIS,PPD LIPIS,Luar Bandar,N,
CFT4001,SEKOLAH MENENGAH AGAMA AL MAARIF,SM SABK,95476151,FELDA BUKIT GOH,26050,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CFT4002,MAAHAD TAHFIZ DARUL ULUM AL-BASRIYAH,SM SABK,95445951,"LOT 116, KAMPUNG PELINDUNG, BESERAH",26100,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CFT7001,MADRASAH TARBIAH ISLAMIAH,SM SABK,92771745,"KAMPONG CHATIN, MENTAKAB",28400,PAHANG,TEMERLOH,PPD TEMERLOH,Bandar,N,
CFT8001,SMA AL-HASANAH,SM SABK,94458088,BANDAR TUN RAZAK,26900,PAHANG,TUN RAZAK,PPD ROMPIN,Bandar,N,
CFT9001,SMA AL MAHMUDI,SM SABK,92987712,PONDOK AMAN KM 108 JALAN MARAN KAMPUNG AWAH,28030,PAHANG,MARAN,PPD MARAN,Luar Bandar,N,
CHA0002,KOLEJ VOKASIONAL TENGKU AMPUAN AFZAN,KV,92225466,"KM 6, JALAN KUALA LUMPUR",28700,PAHANG,BENTONG,PPD BENTONG,Bandar,N,
CHA3002,KOLEJ VOKASIONAL SULTAN HAJI AHMAD SHAH AL-MUSTAIN BILLAH,KV,93227955,"KM 13, JALAN LIPIS-RAUB",27200,PAHANG,KUALA LIPIS,PPD LIPIS,Luar Bandar,N,
CHA4001,KOLEJ VOKASIONAL KUANTAN,KV,95661705,JALAN TENGKU MUHAMMAD,25050,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CHA4002,SEKOLAH MENENGAH PENDIDIKAN KHAS VOKASIONAL KUANTAN,SM KHAS,95474049,"LOT 1909-1408, MUKIM KUALA KUANTAN",25200,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CHA7001,KOLEJ VOKASIONAL PUTERI,KV,92961246,KM 5 JALAN MENTAKAB,28000,PAHANG,TEMERLOH,PPD TEMERLOH,Luar Bandar,N,
CHA7002,KOLEJ VOKASIONAL TEMERLOH,KV,92846344,SIMPANG SANGGANG,28020,PAHANG,TEMERLOH,PPD TEMERLOH,Luar Bandar,N,
CHA8001,KOLEJ VOKASIONAL SULTAN AHMAD SHAH,KV,94146622,JALAN ENDAU/ROMPIN,26800,PAHANG,KUALA ROMPIN,PPD ROMPIN,Luar Bandar,N,
CHA8002,KOLEJ VOKASIONAL MUADZAM SHAH,KV,94522788,"JALAN ISTANA, PINGGIR PELANGI",26700,PAHANG,MUADZAM SHAH,PPD ROMPIN,Luar Bandar,N,
CHA9001,KOLEJ VOKASIONAL (PERTANIAN) CHENOR,KV,92995330,BANDAR BARU CHENOR,28100,PAHANG,CHENOR,PPD MARAN,Luar Bandar,N,
CKE4037,SEKOLAH MENENGAH TEKNIK KUANTAN,SMT,95601442,JALAN TENGKU MUHAMAD,25050,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CRA0001,SEKOLAH MENENGAH AGAMA PERSEKUTUAN BENTONG,SBP,92221898,FELDA MEMPAGA,28600,PAHANG,KARAK,PPD BENTONG,Bandar,N,
CRA2001,SEKOLAH MENENGAH KEBANGSAAN AGAMA TENGKU AMPUAN HAJJAH AFZAN PAHANG,SMKA,92663330,"KM 4, JALAN JERANTUT-TEMERLOH",27000,PAHANG,JERANTUT,PPD JERANTUT,Bandar,N,
CRA3001,SEKOLAH MENENGAH KEBANGSAAN AGAMA KUALA LIPIS,SMKA,93230405,"LOT 10212, MUKIM PENJOM",27200,PAHANG,KUALA LIPIS,PPD LIPIS,Luar Bandar,N,
CRA4001,SEKOLAH BERASRAMA PENUH INTEGRASI KUANTAN,SBP,95733994,BANDAR INDERA MAHKOTA,25200,PAHANG,KUANTAN,PPD KUANTAN,Bandar,N,
CRA5001,SEKOLAH BERASRAMA PENUH INTEGRASI TUN ABDUL RAZAK,SBP,94101010,PULAU SERAI,26600,PAHANG,PEKAN,PPD PEKAN,Bandar,N,
CRA7001,SEKOLAH BERASRAMA PENUH INTEGRASI TEMERLOH,SBP,92847889,JALAN JERANTUT,28010,PAHANG,TEMERLOH,PPD TEMERLOH,Luar Bandar,N,
CRA8001,SEKOLAH MENENGAH KEBANGSAAN AGAMA PAHANG,SMKA,94523901,JALAN SEKOLAH AGAMA,26700,PAHANG,MUADZAM SHAH,PPD ROMPIN,Luar Bandar,N,
DEA0031,SEKOLAH MENENGAH KEBANGSAAN BERIS PANCHOR,SMK,97767093,TAWANG,16320,KELANTAN,BACHOK,PPD BACHOK,Bandar,N,
DEA0032,SEKOLAH MENENGAH KEBANGSAAN NIPAH,SMK,97787304,JALAN  NIPAH,16300,KELANTAN,BACHOK,PPD BACHOK,Bandar,N,
DEA0033,SEKOLAH MENENGAH KEBANGSAAN BYK,SMK,97787411,CABANG TIGA MELAWI,16310,KELANTAN,BACHOK,PPD BACHOK,Bandar,N,
DEA0034,SEKOLAH MENENGAH KEBANGSAAN LONG YUNUS,SMK,97788358,BERIS KUBOR BESAR,16350,KELANTAN,BACHOK,PPD BACHOK,Bandar,N,
DEA0035,SEKOLAH MENENGAH KEBANGSAAN PUTERI SAADONG,SMK,97652276,BUKIT MARAK,16030,KELANTAN,KOTA BHARU,PPD BACHOK,Bandar,N,
DEA0036,SEKOLAH MENENGAH KEBANGSAAN JELAWAT,SMK,97787400,JELAWAT,16370,KELANTAN,BACHOK,PPD BACHOK,Bandar,Y,
DEA0037,SEKOLAH MENENGAH KEBANGSAAN PAK BADOL,SMK,97835303,"KG. PAK BADOL,MELOR",16400,KELANTAN,KOTA BHARU,PPD BACHOK,Bandar,N,
DEA0038,SEKOLAH MENENGAH KEBANGSAAN SRI GUNUNG,SMK,97825225,"BUKIT CHENDA,GUNONG",16390,KELANTAN,BACHOK,PPD BACHOK,Bandar,Y,
DEA0039,SEKOLAH MENENGAH KEBANGSAAN KANDIS,SMK,97787298,"KG KANDIS, TELONG",16310,KELANTAN,BACHOK,PPD BACHOK,Bandar,N,
DEA0040,SEKOLAH MENENGAH KEBANGSAAN DATO' PERDANA,SMK,97530021,KAMPUNG TANGOK,16300,KELANTAN,BACHOK,PPD BACHOK,Bandar,N,
DEA0041,SEKOLAH MENENGAH KEBANGSAAN KUBANG TELAGA,SMK,97531629,"KG KUBANG TELAGA, JALAN GUNUNG, JELOR",16390,KELANTAN,BACHOK,PPD BACHOK,Bandar,N,
DEA0042,SEKOLAH MENENGAH KEBANGSAAN TERATAK PULAI,SMK,97825410,BACHOK,16370,KELANTAN,BACHOK,PPD BACHOK,Bandar,N,
